+----------------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+------------------------+-----------------------+----------------------+
|              Metric              |           P1           |           P2           |           P3          |           P4          |           P5           |           P6          |           P7           |           P8           |           P9          |          P10          |          P11           |          P12           |          P13           |          P14           |          P15           |          P16           |          P17          |          P18          |          P19          |          P20          |          P21          |          P22          |          P23          |          P24          |          P25          |          P26          |          P27           |          P28           |          P29          |          P30           |          P31           |          P32          |         P33          |          P34          |          P35          |          P36          |          P37          |          P38          |         P39          |          P40          |          P41          |          P42          |          P43          |          P44          |          P45          |         P46          |          P47          |          P48           |          P49          |         P50          |
|        Standardised Lift         |   0.870967741935484    |   0.9032258064516129   |          1.0          |   0.7272727272727272  |          1.0           |          1.0          |          1.0           |          1.0           |   0.9999999999999998  |   0.8888888888888886  |          1.0           |          1.0           |   0.7499999999999999   |   0.6666666666666667   |   1.0000000000000002   |   1.0000000000000002   |   0.7999999999999998  |          1.0          |   0.9999999999999998  |          1.0          |          1.0          |   0.9999999999999998  |          0.6          |          0.8          |          0.8          |   1.0000000000000002  |          1.0           |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |         1.0          |   0.9999999999999998  |          1.0          |          1.0          |   0.9999999999999998  |   0.9999999999999998  |         1.0          |          1.0          |          1.0          |          1.0          |   1.0000000000000002  |          1.0          |          1.0          |         1.0          |   0.9999999999999998  |          1.0           |   0.7777777777777778  |         1.0          |
|       Collective Strength        |   1.3197903956891048   |   1.4062629554285053   |   1.3267425851320318  |   1.0416429274356451  |   1.2011269913306784   |   1.197344092992234   |   1.1727606364052257   |   1.1563984471076174   |   1.142956962880461   |   1.116573602606584   |   1.1176370584014186   |   1.1179547727054462   |   1.0196968275415756   |   1.0128975076025002   |   1.157867147550226    |   1.1041959595741695   |   1.0982012505352448  |   1.0901067703511693  |   1.0899521531100476  |   1.090939404043772   |   1.1308617193667292  |   1.0643929269410617  |   0.9955569041374974  |   1.056392698484706   |   1.056392698484706   |   1.0501393646758226  |   1.050974807550208    |   1.0512520120056974   |   1.051291738107001   |   1.051291738107001    |   1.051291738107001    |   1.0642975668147987  |  1.0639109828845306  |   1.0643929269410617  |   1.0639109828845306  |   1.0642975668147987  |   1.0643929269410617  |   1.0643929269410617  |  1.0509644259644262  |   1.0510978201509384  |   1.051291738107001   |   1.051291738107001   |   1.0501393646758226  |   1.0504440684620866  |   1.051291738107001   |  1.0508758827614222  |   1.0899521531100476  |   1.0907276356378155   |   1.0841480347983792  |  1.0768396859362175  |
|              Cosine              |   0.419832100732847    |   0.5560496169143435   |   0.5163977794943222  |   0.259217429756041   |   0.4767312946227962   |   0.3952847075210474  |  0.44048819592160315   |   0.3517262290563295   |   0.3367522262074449  |  0.30689745276171304  |  0.36650833306891567   |   0.3939192985791677   |   0.1675235703441389   |   0.1840186845246444   |   0.3872983346207417   |   0.3508232077228117   |   0.2309971510527054  |   0.2758386421836852  |   0.2686353447586677  |   0.3474041668898256  |  0.36514837167011077  |  0.29361010975735174  |  0.11909826683508273  |  0.17633640396464956  |  0.17633640396464956  |  0.16384638410380808  |   0.2030692330267238   |          0.25          |  0.26261286571944514  |  0.26261286571944514   |  0.26261286571944514   |   0.2731791823540765  | 0.22821773229381923  |  0.29361010975735174  |  0.22821773229381923  |   0.2731791823540765  |  0.29361010975735174  |  0.29361010975735174  | 0.20203050891044216  |  0.21821789023599236  |  0.26261286571944514  |  0.26261286571944514  |  0.16384638410380808  |  0.17213259316477408  |  0.26261286571944514  | 0.19425717247145283  |   0.2686353447586677  |   0.3208444739598739   |  0.21304945651652296  | 0.24618298195866545  |
|         Interestingness          |  0.17617186527594533   |   0.3090328800205203   |   0.2665536802956477  |  0.06717350972009357  |  0.22721254277111913   |   0.1562086231551444  |  0.19398532020358625   |  0.12368513202734095   |  0.11338003970539096  |  0.09417108156532104  |  0.13430701516778792   |  0.15514775890072052   |  0.028060678486069985  |  0.03385749588050841   |   0.1499682225831509   |  0.12305954055830477   |  0.05335120562989202  |   0.0760775537836618  |   0.0721560303927514  |  0.12067474048442907  |  0.13330979450603772  |  0.08619928701703805  |  0.014183395510895222 |  0.03109178263052368  |  0.03109178263052368  |  0.026843741839412433 |  0.04123420138219023   |  0.06249558646988207   |  0.06896064713918021  |  0.06896064713918021   |  0.06896064713918021   |  0.07462027831325682  | 0.05207873590612716  |  0.08619928701703805  |  0.05207873590612716  |  0.07462027831325682  |  0.08619928701703805  |  0.08619928701703805  | 0.040813444225229104 |  0.04761568492943395  |  0.06896064713918021  |  0.06896064713918021  |  0.026843741839412433 |  0.029627537289425576 |  0.06896064713918021  | 0.03773318428370238  |   0.0721560303927514  |  0.10292845511907185   |   0.0453836603477436  | 0.06059964092588907  |
|        Comprehensibility         |          0.5           |          0.5           |          0.5          |          0.5          |  0.43067655807339306   |  0.43067655807339306  |  0.43067655807339306   |  0.43067655807339306   |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306   |  0.43067655807339306   |  0.43067655807339306   |          0.5           |          0.5           |  0.43067655807339306   |          0.5          |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |          0.5          |   0.3868528072345416  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |   0.3868528072345416  |   0.3868528072345416   |   0.3868528072345416   |   0.3868528072345416  |   0.3868528072345416   |   0.3868528072345416   |  0.43067655807339306  | 0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  | 0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306  | 0.43067655807339306  |  0.43067655807339306  |  0.43067655807339306   |          0.5          | 0.43067655807339306  |
|           Completeness           |   0.2014388489208633   |   0.3411764705882353   |  0.26666666666666666  |  0.09090909090909091  |  0.22727272727272727   |        0.15625        |  0.19402985074626866   |  0.12371134020618557   |  0.11340206185567012  |  0.10465116279069767  |  0.13432835820895522   |  0.15517241379310345   |  0.03608247422680412   |  0.048913043478260865  |          0.15          |  0.12307692307692308   |  0.06521739130434781  |  0.07608695652173912  |  0.07216494845360824  |   0.1206896551724138  |  0.13333333333333336  |  0.08620689655172414  |  0.02127659574468085  |   0.0373134328358209  |   0.0373134328358209  |  0.026845637583892617 |  0.041237113402061855  |         0.0625         |  0.06896551724137931  |  0.06896551724137931   |  0.06896551724137931   |   0.0746268656716418  | 0.052083333333333336 |  0.08620689655172414  |  0.052083333333333336 |   0.0746268656716418  |  0.08620689655172414  |  0.08620689655172414  | 0.04081632653061224  |  0.047619047619047616 |  0.06896551724137931  |  0.06896551724137931  |  0.026845637583892617 |  0.02962962962962963  |  0.06896551724137931  | 0.03773584905660377  |  0.07216494845360824  |  0.10294117647058824   |  0.05673758865248227  | 0.06060606060606061  |
|           Added Value            |   0.2909663865546218   |   0.5491071428571428   |   0.6218487394957983  |  -0.04658385093167705 |   0.7226890756302521   |   0.5966386554621849  |   0.7184873949579832   |   0.592436974789916    |   0.592436974789916   |   0.5386554621848738  |   0.7184873949579832   |   0.7563025210084033   |  -0.03734827264239027  |  -0.08080155138978673  |   0.6638655462184874   |   0.7268907563025211   |  0.23834988540870883  |   0.6134453781512605  |   0.592436974789916   |   0.7563025210084033  |   0.6848739495798319  |   0.7563025210084033  |  -0.12324929971988796 |  0.27030812324929976  |  0.27030812324929976  |   0.3739495798319328  |   0.592436974789916    |    0.73109243697479    |   0.7563025210084033  |   0.7563025210084033   |   0.7563025210084033   |   0.7184873949579832  |  0.5966386554621849  |   0.7563025210084033  |   0.5966386554621849  |   0.7184873949579832  |   0.7563025210084033  |   0.7563025210084033  |  0.5882352941176471  |   0.6470588235294117  |   0.7563025210084033  |   0.7563025210084033  |   0.3739495798319328  |   0.4327731092436975  |   0.7563025210084033  |  0.5546218487394958  |   0.592436974789916   |   0.7142857142857143   |  0.20756302521008396  |  0.5840336134453781  |
|        Casual Confidence         |   0.5054611650485437   |   0.5235133495145631   |   0.5560747663551402  |  0.40910010111223455  |   0.5336322869955157   |   0.5336322869955157  |   0.5288888888888889   |   0.5265486725663717   |   0.5242290748898678  |   0.4697368421052631  |   0.519650655021834    |   0.519650655021834    |   0.4041727316836487   |  0.36615384615384616   |   0.5265486725663717   |   0.5173913043478261   |  0.42891469763716455  |   0.5151515151515151  |   0.5151515151515151  |   0.5151515151515151  |   0.5219298245614035  |   0.5107296137339056  |  0.34195402298850575  |   0.4274425287356322  |   0.4274425287356322  |   0.5085470085470085  |   0.5085470085470085   |   0.5085470085470085   |   0.5085470085470085  |   0.5085470085470085   |   0.5085470085470085   |   0.5107296137339056  |  0.5107296137339056  |   0.5107296137339056  |   0.5107296137339056  |   0.5107296137339056  |   0.5107296137339056  |   0.5107296137339056  |  0.5085470085470085  |   0.5085470085470085  |   0.5085470085470085  |   0.5085470085470085  |   0.5085470085470085  |   0.5085470085470085  |   0.5085470085470085  |  0.5085470085470085  |   0.5151515151515151  |   0.5151515151515151   |   0.4175438596491228  |  0.5129310344827587  |
|          Casual Support          |   0.5168067226890757   |   0.7521008403361344   |   0.7226890756302521  |  0.26050420168067223  |   0.7857142857142857   |   0.6596638655462185  |   0.773109243697479    |   0.6428571428571429   |   0.6386554621848739  |   0.6722689075630252  |   0.7563025210084033   |   0.7941176470588235   |   0.2058823529411765   |  0.24789915966386555   |   0.7142857142857143   |   0.7605042016806722   |  0.44957983193277307  |   0.6428571428571429  |   0.6218487394957983  |   0.7857142857142857  |   0.726890756302521   |   0.7773109243697479  |   0.2184873949579832  |   0.453781512605042   |   0.453781512605042   |   0.3907563025210084  |   0.6092436974789917   |   0.7478991596638656   |   0.773109243697479   |   0.773109243697479    |   0.773109243697479    |   0.7394957983193278  |  0.6176470588235294  |   0.7773109243697479  |   0.6176470588235294  |   0.7394957983193278  |   0.7773109243697479  |   0.7773109243697479  |  0.6050420168067228  |   0.6638655462184875  |   0.773109243697479   |   0.773109243697479   |   0.3907563025210084  |   0.4495798319327731  |   0.773109243697479   |  0.5714285714285715  |   0.6218487394957983  |   0.7436974789915967   |   0.4327731092436975  |  0.6092436974789917  |
|         Certainty Factor         |   0.6994949494949495   |   0.8541666666666666   |          1.0          |  -0.21739130434782622 |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |   0.8434210526315788  |          1.0           |          1.0           |  -0.2020202020202019   |  -0.3561253561253564   |          1.0           |          1.0           |   0.567272727272727   |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |  -0.5866666666666666  |   0.6185897435897437  |   0.6185897435897437  |          1.0          |          1.0           |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0           |   0.5092783505154638  |         1.0          |
|            Conviction            |   3.3277310924369745   |   6.857142857142857    |          inf          |   0.8214285714285715  |          inf           |          inf          |          inf           |          inf           |          inf          |    6.38655462184874   |          inf           |          inf           |   0.8319327731092437   |   0.7373949579831932   |          inf           |          inf           |   2.310924369747899   |          inf          |          inf          |          inf          |          inf          |          inf          |   0.6302521008403362  |   2.6218487394957983  |   2.6218487394957983  |          inf          |          inf           |          inf           |          inf          |          inf           |          inf           |          inf          |         inf          |          inf          |          inf          |          inf          |          inf          |          inf          |         inf          |          inf          |          inf          |          inf          |          inf          |          inf          |          inf          |         inf          |          inf          |          inf           |   2.0378151260504205  |         inf          |
|        Coverage (Support)        |  0.13445378151260504   |  0.13445378151260504   |  0.10084033613445378  |  0.09663865546218488  |  0.06302521008403361   |  0.06302521008403361  |   0.0546218487394958   |  0.05042016806722689   |  0.046218487394957986 |  0.04201680672268908  |  0.037815126050420166  |  0.037815126050420166  |  0.037815126050420166  |   0.0546218487394958   |  0.05042016806722689   |  0.03361344537815126   |  0.046218487394957986 |  0.029411764705882353 |  0.029411764705882353 |  0.029411764705882353 |  0.04201680672268908  |  0.02100840336134454  |  0.025210084033613446 |  0.025210084033613446 |  0.025210084033613446 |  0.01680672268907563  |  0.01680672268907563   |  0.01680672268907563   |  0.01680672268907563  |  0.01680672268907563   |  0.01680672268907563   |  0.02100840336134454  | 0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  |  0.02100840336134454  | 0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  |  0.01680672268907563  | 0.01680672268907563  |  0.029411764705882353 |  0.029411764705882353  |  0.04201680672268908  | 0.025210084033613446 |
| Descriptive Confirmed Confidence |          0.75          |         0.8125         |          1.0          |  0.47826086956521735  |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |   0.7999999999999999  |          1.0           |          1.0           |   0.5555555555555556   |  0.38461538461538464   |          1.0           |          1.0           |   0.6363636363636364  |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |   0.3333333333333333  |   0.6666666666666667  |   0.6666666666666667  |          1.0          |          1.0           |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0           |          0.6          |         1.0          |
|    Difference of Proportions     |  0.33616504854368934   |   0.6344053398058253   |   0.6915887850467289  | -0.051567239635995965 |   0.7713004484304933   |   0.6367713004484306  |          0.76          |   0.6238938053097345   |   0.6211453744493391  |   0.5622807017543858  |   0.7467248908296944   |   0.7860262008733625   |  -0.03881610868510432  |  -0.08547008547008561  |   0.6991150442477876   |   0.7521739130434782   |  0.24989987985582696  |   0.632034632034632   |   0.6103896103896104  |   0.7792207792207793  |   0.7149122807017545  |   0.7725321888412017  |  -0.12643678160919547 |   0.2772988505747127  |   0.2772988505747127  |   0.3803418803418803  |   0.6025641025641025   |   0.7435897435897436   |   0.7692307692307692  |   0.7692307692307692   |   0.7692307692307692   |   0.7339055793991416  |  0.6094420600858369  |   0.7725321888412017  |   0.6094420600858369  |   0.7339055793991416  |   0.7725321888412017  |   0.7725321888412017  |  0.5982905982905983  |   0.658119658119658   |   0.7692307692307692  |   0.7692307692307692  |   0.3803418803418803  |  0.44017094017094005  |   0.7692307692307692  |  0.5641025641025641  |   0.6103896103896104  |   0.7359307359307359   |  0.21666666666666656  |  0.5991379310344828  |
|   Example and Counter Example    |   0.8571428571428572   |   0.896551724137931    |          1.0          |   0.6470588235294117  |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |   0.888888888888889   |          1.0           |          1.0           |   0.7142857142857143   |   0.5555555555555556   |          1.0           |          1.0           |   0.7777777777777778  |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          0.5          |          0.8          |          0.8          |          1.0          |          1.0           |          1.0           |          1.0          |          1.0           |          1.0           |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |          1.0          |         1.0          |          1.0          |          1.0           |          0.75         |         1.0          |
|         Imbalance Ratio          |   0.7482517482517482   |   0.6022727272727272   |   0.7333333333333334  |   0.849740932642487   |   0.7727272727272727   |        0.84375        |   0.8059701492537314   |   0.8762886597938144   |   0.8865979381443299  |   0.8735632183908046  |   0.8656716417910448   |   0.8448275862068966   |   0.9438775510204083   |   0.9095744680851064   |   0.8500000000000001   |   0.8769230769230769   |   0.9071428571428573  |   0.923913043478261   |   0.9278350515463918  |   0.8793103448275863  |   0.8666666666666667  |   0.9137931034482758  |   0.9578947368421052  |   0.9481481481481482  |   0.9481481481481482  |   0.9731543624161074  |   0.9587628865979382   |         0.9375         |   0.9310344827586208  |   0.9310344827586208   |   0.9310344827586208   |   0.9253731343283582  |  0.9479166666666667  |   0.9137931034482758  |   0.9479166666666667  |   0.9253731343283582  |   0.9137931034482758  |   0.9137931034482758  |  0.9591836734693877  |   0.9523809523809523  |   0.9310344827586208  |   0.9310344827586208  |   0.9731543624161074  |   0.9703703703703703  |   0.9310344827586208  |  0.9622641509433962  |   0.9278350515463918  |   0.8970588235294118   |   0.9160839160839161  |  0.9393939393939394  |
